"customername","customerkey","gender","yearlyincome","city","country","state"
"George McDonald",11394,"M","10000.00","Milton Keynes","United Kingdom","England"
"Beth Gutierrez",11395,"F","30000.00","Frankfurt","Germany","Bayern"
"Ian Lopez",11396,"M","10000.00","Saarlouis","Germany","Saarland"
"Latoya Shan",11397,"F","20000.00","Paris","France","Seine (Paris)"
"Colin Nath",11398,"M","30000.00","Newcastle upon Tyne","United Kingdom","England"
"Brenda Mehta",11399,"F","30000.00","Paris","France","Seine (Paris)"
"Franklin Raji",11400,"M","40000.00","London","United Kingdom","England"
"Linda Navarro",11401,"F","40000.00","Paris","France","Seine (Paris)"
"Kelli Cai",11402,"F","40000.00","Orleans","France","Loiret"
"Nancy Schmidt",11403,"F","40000.00","Saint Ouen","France","Charente-Maritime"
"Megan Taylor",11404,"F","10000.00","Kassel","Germany","Hessen"
"Bonnie Goel",11405,"F","10000.00","Bonn","Germany","Hamburg"
"Latoya Xu",11406,"F","20000.00","Paris","France","Seine (Paris)"
"Mario She",11407,"M","20000.00","Münster","Germany","Saarland"
"Darren Gill",11408,"M","10000.00","London","United Kingdom","England"
"Jacqueline Hayes",11409,"F","10000.00","Saint Germain en Laye","France","Yveline"
"Maurice Goel",11410,"M","20000.00","Paris","France","Seine (Paris)"
"Devin Ross",11411,"M","80000.00","Ingolstadt","Germany","Bayern"
"Sydney Bryant",11412,"F","80000.00","Ingolstadt","Germany","Bayern"
"Megan Stewart",11413,"F","80000.00","Gateshead","United Kingdom","England"
"Ian Richardson",11414,"M","80000.00","Kirkby","United Kingdom","England"
"Randy She",11415,"M","90000.00","Darmstadt","Germany","Hessen"
"Katrina Becker",11416,"F","60000.00","Croix","France","Nord"
"Lacey Zheng",11417,"F","70000.00","Pantin","France","Seine Saint Denis"
"Rafael Hu",11418,"M","90000.00","Paderborn","Germany","Nordrhein-Westfalen"
"Kyle Scott",11419,"M","150000.00","Watford","United Kingdom","England"
"Jordan Turner",11420,"M","100000.00","Roubaix","France","Nord"
"Amy Sun",11421,"F","110000.00","Offenbach","Germany","Saarland"
"Dustin Deng",11422,"M","170000.00","Liverpool","United Kingdom","England"
"Jasmine Stewart",11423,"F","80000.00","Hamburg","Germany","Hamburg"
"Pamela Garcia",11424,"F","80000.00","Berlin","Germany","Saarland"
"Ariana Gray",11425,"F","90000.00","Metz","France","Moselle"
"Kristopher Mehta",11426,"M","110000.00","Braunschweig","Germany","Nordrhein-Westfalen"
"Desiree Dominguez",11427,"F","110000.00","Kiel","Germany","Saarland"
"Deanna Perez",11428,"F","120000.00","Poing","Germany","Saarland"
"Marco Lopez",11429,"M","80000.00","Sèvres","France","Hauts de Seine"
"Casey Yuan",11430,"F","90000.00","Bottrop","Germany","Nordrhein-Westfalen"
"Bryant Garcia",11431,"M","110000.00","Hof","Germany","Bayern"
"Dominique Prasad",11432,"F","80000.00","Roissy en Brie","France","Seine et Marne"
"Maurice Shan",11433,"M","80000.00","Tremblay-en-France","France","Seine Saint Denis"
"Andre Lopez",11434,"M","170000.00","West Sussex","United Kingdom","England"
"Robin Romero",11435,"F","100000.00","Kiel","Germany","Saarland"
"Taylor Cox",11436,"F","160000.00","Watford","United Kingdom","England"
"Jenny Nara",11438,"F","130000.00","Werne","Germany","Nordrhein-Westfalen"
"Janet Munoz",11439,"F","90000.00","Paris La Defense","France","Hauts de Seine"
"Sergio Weber",11440,"M","80000.00","Lille","France","Nord"
"Erika Gomez",11441,"F","90000.00","Paris","France","Seine (Paris)"
"Joseph Harris",11442,"M","90000.00","Tremblay-en-France","France","Seine Saint Denis"
"Grace Griffin",11443,"F","60000.00","Hobart","Australia","Tasmania"
"Tina Mehta",11444,"F","70000.00","Bendigo","Australia","Victoria"
"Kari Kim",11445,"F","70000.00","Silverwater","Australia","New South Wales"
"Bethany Chander",11446,"F","70000.00","Lane Cove","Australia","New South Wales"
"Jennifer Roberts",11447,"F","70000.00","Hervey Bay","Australia","Queensland"
"Kyle Patterson",11448,"M","80000.00","Melbourne","Australia","Victoria"
"Alvin Hu",11449,"M","80000.00","Seaford","Australia","Victoria"
"Brett Mehta",11450,"M","130000.00","Cloverdale","Australia","South Australia"
"Ruben Muñoz",11451,"M","70000.00","Newcastle","Australia","New South Wales"
"Erika Rubio",11452,"F","80000.00","Caloundra","Australia","Queensland"
"Stanley Malhotra",11453,"M","80000.00","Hobart","Australia","Tasmania"
"Melinda Navarro",11454,"F","80000.00","Melbourne","Australia","Victoria"
"Ross Sanz",11455,"M","100000.00","Melton","Australia","Victoria"
"Jon Gao",11456,"M","120000.00","St. Leonards","Australia","New South Wales"
"Jaime Gutierrez",11457,"F","90000.00","Wollongong","Australia","New South Wales"
"Bianca Liu",11458,"F","100000.00","Springwood","Australia","New South Wales"
"Tasha Deng",11459,"F","80000.00","Port Macquarie","Australia","New South Wales"
"Melvin Chande",11460,"M","90000.00","Cranbourne","Australia","Victoria"
"Victor Jimenez",11461,"M","90000.00","Lavender Bay","Australia","New South Wales"
"Laura Lin",11462,"F","110000.00","Matraville","Australia","New South Wales"
"Alisha Beck",11463,"F","110000.00","Cloverdale","Australia","South Australia"
"Alejandro Huang",11464,"M","90000.00","South Melbourne","Australia","Victoria"
"Louis Luo",11465,"M","90000.00","Gold Coast","Australia","Queensland"
"Grant Tang",11466,"M","150000.00","Lavender Bay","Australia","New South Wales"
"Arturo Zheng",11467,"M","170000.00","St. Leonards","Australia","New South Wales"
"Jaclyn Andersen",11468,"F","40000.00","York","United Kingdom","England"
"Edwin Raji",11469,"M","10000.00","York","United Kingdom","England"
"Jay Suarez",11470,"M","20000.00","Stuttgart","Germany","Saarland"
"Latasha Suarez",11471,"F","30000.00","Chatou","France","Yveline"
"Kenneth Kumar",11472,"M","60000.00","Hawthorne","Australia","Queensland"
"Grace Henderson",11473,"F","20000.00","Drancy","France","Seine Saint Denis"
"Melvin Xu",11474,"M","20000.00","Peterborough","United Kingdom","England"
"Cesar Subram",11475,"M","30000.00","London","United Kingdom","England"
"Erika Navarro",11476,"F","40000.00","Kirkby","United Kingdom","England"
"Tristan Hughes",11477,"M","30000.00","Darmstadt","Germany","Hessen"
"Billy Hernandez",11478,"M","30000.00","Sèvres","France","Hauts de Seine"
"Darryl Wu",11479,"M","40000.00","Saint Ouen","France","Loir et Cher"
"Colleen Ma",11480,"F","40000.00","Tremblay-en-France","France","Seine Saint Denis"
"Erica Hu",11481,"F","40000.00","Braunschweig","Germany","Nordrhein-Westfalen"
"Adrienne Torres",11482,"F","30000.00","Warrington","United Kingdom","England"
"Calvin Chande",11483,"M","40000.00","Paris","France","Seine (Paris)"
"Erick Sai",11484,"M","40000.00","Neunkirchen","Germany","Saarland"
"Donald Chandra",11485,"M","40000.00","Esher-Molesey","United Kingdom","England"
"Ariana Rogers",11486,"F","10000.00","Erlangen","Germany","Bayern"
"Morgan Jones",11487,"F","10000.00","Dunkerque","France","Nord"
"Jermaine Lopez",11488,"M","20000.00","London","United Kingdom","England"
"Deborah Goel",11489,"F","20000.00","Oxford","United Kingdom","England"
"Danny Rubio",11490,"M","20000.00","Paris La Defense","France","Hauts de Seine"
"Andre Perez",11491,"M","20000.00","London","United Kingdom","England"
"Terrence Chander",11492,"M","30000.00","Eilenburg","Germany","Brandenburg"
"Dawn Wu",11493,"F","40000.00","London","United Kingdom","England"
"Jimmy Gutierrez",11494,"M","40000.00","Runcorn","United Kingdom","England"
"Francis Jimenez",11495,"M","40000.00","Bonn","Germany","Nordrhein-Westfalen"
"Gary Ortega",11496,"M","40000.00","Warrington","United Kingdom","England"
"Katrina Nath",11497,"F","40000.00","Newcastle upon Tyne","United Kingdom","England"
"Arturo Sun",11498,"M","40000.00","Cliffside","Canada","British Columbia"
"Pedro Vance",11499,"M","40000.00","Concord","United States","California"
"Sarah Simmons",11500,"F","40000.00","Langley","Canada","British Columbia"
"Brandy Chandra",11501,"F","40000.00","Cliffside","Canada","British Columbia"
"Jared Peterson",11502,"M","40000.00","Shawnee","Canada","British Columbia"
"Dennis Wu",11503,"M","50000.00","Coronado","United States","California"
"Jordan Baker",11504,"F","40000.00","Downey","United States","California"
"Jasmine Powell",11505,"F","60000.00","Burnaby","Canada","British Columbia"
"Nicholas Brown",11506,"M","60000.00","Port Hammond","Canada","British Columbia"
"Isabella Russell",11507,"F","60000.00","Victoria","Canada","British Columbia"
"Elizabeth Wilson",11508,"F","60000.00","Lynnwood","United States","Washington"
"Roger Harui",11509,"F","30000.00","Novato","United States","California"
"Seth Roberts",11510,"M","30000.00","N. Vancouver","Canada","British Columbia"
"Caleb Perry",11511,"M","30000.00","Lebanon","United States","Oregon"
"Natalie Campbell",11512,"F","20000.00","Oak Bay","Canada","British Columbia"
"Alyssa Howard",11513,"F","20000.00","Royal Oak","Canada","British Columbia"
"Dalton Diaz",11514,"M","30000.00","Tacoma","United States","Washington"
"Shannon Huang",11515,"F","30000.00","Burbank","United States","California"
"Mya Gonzales",11516,"F","30000.00","Colma","United States","California"
"Katherine Bryant",11517,"F","40000.00","Redwood City","United States","California"
"Andrea James",28023,"F","40000.00","Corvallis","United States","Oregon"
"Edward Washington",11518,"M","40000.00","Milwaukie","United States","Oregon"
"Jerome Navarro",11519,"M","40000.00","Cliffside","Canada","British Columbia"
"Jada Morgan",11520,"F","40000.00","Port Hammond","Canada","British Columbia"
"Ariana Peterson",11521,"F","40000.00","Walla Walla","United States","Washington"
"Christian Hughes",11522,"M","80000.00","Oregon City","United States","Oregon"
"Lucas Taylor",11523,"M","40000.00","N. Vancouver","Canada","British Columbia"
"Alyssa Jackson",11524,"F","40000.00","Torrance","United States","California"
"Ariana Cook",11525,"F","40000.00","Lebanon","United States","Oregon"
"Katherine Diaz",11526,"F","40000.00","Westminster","Canada","British Columbia"
"Jenna Green",11527,"F","40000.00","San Gabriel","United States","California"
"Joan Washington",11528,"F","40000.00","Glendale","United States","California"
"Austin Bryant",11529,"M","40000.00","Portland","United States","Oregon"
"Andrew Martinez",11530,"M","40000.00","N. Vancouver","Canada","British Columbia"
"Nina Yuan",11531,"F","40000.00","Beverly Hills","United States","California"
"Lauren Miller",11532,"F","40000.00","Redmond","United States","Washington"
"Ebony Gill",11533,"F","40000.00","Birmingham","United States","Alabama"
"Cameron Lewis",11534,"M","60000.00","Long Beach","United States","California"
"Devin Nelson",11535,"M","60000.00","Lebanon","United States","Oregon"
"Logan Chow",11536,"M","60000.00","Fremont","United States","California"
"Dakota Ross",11537,"M","60000.00","Colma","United States","California"
"Nicole Taylor",11538,"F","60000.00","Palo Alto","United States","California"
"Justin Washington",11539,"M","60000.00","Concord","United States","California"
"Alberto Navarro",11540,"M","60000.00","Coronado","United States","California"
"Aidan Ross",11541,"M","60000.00","Portland","United States","Oregon"
"Alejandro Tang",11542,"M","20000.00","York","United Kingdom","England"
"Sheena Chande",11543,"F","20000.00","Paris","France","Seine (Paris)"
"Joel Garcia",11544,"M","30000.00","Darmstadt","Germany","Hessen"
"Reginald Dominguez",11545,"M","30000.00","Paris","France","Seine (Paris)"
"Melissa Cox",23402,"F","60000.00","Spokane","United States","Washington"
"Christine Chande",11546,"F","30000.00","Roubaix","France","Nord"
"Cindy Sai",11547,"F","40000.00","Paris","France","Seine (Paris)"
"Raymond Sanchez",11548,"M","40000.00","Berkshire","United Kingdom","England"
"Crystal Liang",11549,"F","40000.00","London","United Kingdom","England"
"Deb Torres",11550,"F","40000.00","Oxford","United Kingdom","England"
"Shannon Alvarez",11551,"M","10000.00","Colombes","France","Hauts de Seine"
"Eddie Rubio",11552,"M","20000.00","Salzgitter","Germany","Hessen"
"Sharon Luo",11553,"F","20000.00","Reading","United Kingdom","England"
"Sydney Simmons",11554,"F","10000.00","Tremblay-en-France","France","Seine Saint Denis"
"Alexandria Henderson",11555,"F","40000.00","Esher-Molesey","United Kingdom","England"
"Lucas Evans",11556,"M","20000.00","Warrington","United Kingdom","England"
"Felicia Ramos",11557,"F","30000.00","York","United Kingdom","England"
"Ivan Malhotra",11558,"M","30000.00","Woolston","United Kingdom","England"
"Frederick Subram",11559,"M","30000.00","Solingen","Germany","Nordrhein-Westfalen"
"Whitney Srini",11560,"F","30000.00","London","United Kingdom","England"
"Briana Dominguez",11561,"F","10000.00","München","Germany","Nordrhein-Westfalen"
"Jarrod Gonzalez",11562,"M","20000.00","Leipzig","Germany","Nordrhein-Westfalen"
"Cesar Srini",11563,"M","20000.00","London","United Kingdom","England"
"Jorge Liang",11564,"M","20000.00","Frankfurt am Main","Germany","Hamburg"
"Erik Diaz",11565,"M","20000.00","Berks","United Kingdom","England"
"April Shan",11566,"F","40000.00","Cergy","France","Val d'Oise"
"Carla Perez",11567,"F","40000.00","Berlin","Germany","Saarland"
"Alexia Foster",11568,"F","20000.00","Cheltenham","United Kingdom","England"
"Troy Malhotra",11569,"M","30000.00","West Sussex","United Kingdom","England"
"Kristin Andersen",11570,"F","30000.00","Berlin","Germany","Hessen"
"Joel Sai",11571,"M","30000.00","Orleans","France","Loiret"
"Billy Moreno",11572,"M","30000.00","Dunkerque","France","Nord"
"Meagan Subram",11573,"F","20000.00","Woolston","United Kingdom","England"
"Karla Luo",11574,"F","20000.00","West Sussex","United Kingdom","England"
"Jackson Campbell",11575,"M","20000.00","Leeds","United Kingdom","England"
"Micah Zhu",11576,"M","30000.00","Croix","France","Nord"
"Janet Serrano",11577,"F","30000.00","Paris","France","Seine (Paris)"
"Trisha Huang",11578,"F","10000.00","Pantin","France","Seine Saint Denis"
"Clayton Beck",11579,"M","20000.00","Warrington","United Kingdom","England"
"Melvin Raje",11580,"M","30000.00","Berkshire","United Kingdom","England"
"Cindy Jordan",11581,"F","40000.00","Paris","France","Seine (Paris)"
"Claudia Ma",11582,"F","30000.00","Pantin","France","Seine Saint Denis"
"Karla Xu",11583,"F","30000.00","Chatou","France","Yveline"
"Devin Carter",11584,"M","40000.00","Neunkirchen","Germany","Saarland"
"Kari Perez",11585,"F","40000.00","Billericay","United Kingdom","England"
